@relation 'MusicMoods-weka.filters.unsupervised.attribute.Remove-R14-15,17-18-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Reorder-Rlast-first'

@attribute track_mode_confidence numeric
@attribute track_key_confidence numeric
@attribute track_time_signature_confidence numeric
@attribute track_time_signature numeric
@attribute track_tempo_confidence numeric
@attribute track_end_of_fade_in numeric
@attribute duration_ms numeric
@attribute tempo numeric
@attribute valence numeric
@attribute liveness numeric
@attribute instrumentalness numeric
@attribute acousticness numeric
@attribute speechiness numeric
@attribute mode numeric
@attribute loudness numeric
@attribute key numeric
@attribute energy numeric
@attribute danceability numeric
@attribute mood {0,1}

@data
0.623,0.547,0.911,4,0.064,0.12771,399933,132.476,0.19,0.131,0.000005,0.889,0.0292,1,-8.435,7,0.361,0.515,0
0.531,0.356,1,4,0.384,10.59991,220693,114.955,0.474,0.057,0.00914,0.731,0.0294,0,-12.485,11,0.397,0.649,0
0.349,0.226,0.957,4,0.514,0.23202,341120,160.102,0.674,0.0786,0.0175,0.000566,0.0708,1,-3.426,0,0.596,0.638,1
0.755,0.621,0.93,4,0.235,0,245427,155.459,0.302,0.157,0.00628,0.791,0.0277,1,-11.037,9,0.327,0.508,0
0.687,0.743,0.995,4,0.429,7.88898,283253,139.969,0.401,0.108,0.0197,0.147,0.0329,1,-9.481,0,0.513,0.688,0
0.452,0.473,1,4,0.875,4.52209,405693,138.001,0.209,0.365,0.903,0.0189,0.0577,0,-9.527,8,0.969,0.636,1
0.606,0.742,1,4,0.917,3.32626,187507,141.981,0.542,0.199,0.615,0.0174,0.0591,0,-5.36,11,0.999,0.674,0
0.507,0.34,1,4,0.096,0.36417,263080,104.527,0.357,0.101,0.0547,0.0142,0.0264,0,-6.314,11,0.667,0.48,0
0.404,0.473,1,4,0.542,0.07528,362653,175.98,0.527,0.323,0.089,0.00133,0.103,1,-2.705,1,0.941,0.392,1
0.593,0.629,0.946,4,0.078,0.13923,259307,79.636,0.416,0.263,0.000011,0.0304,0.0225,1,-7.902,10,0.639,0.519,0
0.411,0.367,0.99,4,0.045,0.45782,187747,174.06,0.429,0.367,0.0124,0.000056,0.0498,0,-3.951,1,0.864,0.325,1
0.25,0.253,1,4,0.925,0,207254,116.941,0.639,0.159,0,0.000034,0.0427,0,-3.52,5,0.95,0.547,1
0.796,0.919,0.996,3,0.696,0.17401,273667,108.088,0.299,0.134,0.941,0.673,0.0287,0,-12.318,3,0.387,0.428,0
0.411,0.486,0.974,3,0.809,0,288040,140.015,0.618,0.0984,0.0711,0.502,0.0841,1,-11.482,0,0.579,0.712,0
0.64,0.655,0.923,4,0.657,0.29596,236747,111.036,0.214,0.115,0.00304,0.779,0.03,1,-11.533,5,0.288,0.686,0
0.606,0.14,0.2,1,0.755,0.10481,100787,125.537,0.388,0.0897,0.000049,0.00208,0.118,0,-3.657,1,0.913,0.308,0
0.551,0.488,1,4,0.649,0,218027,128.046,0.322,0.0504,0,0.111,0.0395,1,-3.428,0,0.741,0.604,1
0,0,1,4,0.476,0.27941,241093,125.977,0.442,0.109,0.00835,0.00503,0.0487,0,-6.214,1,0.796,0.71,1
0.498,0.494,0.998,4,0.835,0,485217,138.011,0.695,0.385,0.562,0.000207,0.0389,0,-7.056,6,0.891,0.493,1
0.581,0.684,0.82,4,1,2.19429,185440,127.945,0.748,0.121,0,0.000496,0.0295,0,-4.314,3,0.803,0.609,1
0.606,0.484,1,4,0.457,0.1161,228933,149.954,0.19,0.0889,0.0102,0.494,0.0303,1,-5.911,1,0.832,0.562,1
0.038,0,0.923,4,0.127,0.26263,166173,88.682,0.728,0.0735,0.000296,0.00126,0.0989,1,-5.076,0,0.971,0.315,1
0.61,0.662,0.865,4,0.09,0.21578,232640,82.701,0.0924,0.0972,0.855,0.723,0.0332,0,-14.19,9,0.246,0.254,0
0.786,0.675,0.922,4,0.685,0.55279,397000,129.323,0.0366,0.134,0.786,0.926,0.035,1,-13.329,3,0.303,0.447,0
0.841,0.751,1,4,0.607,0.38925,280560,117.878,0.41,0.163,0.00164,0.462,0.0273,1,-8.576,2,0.483,0.593,0
0.438,0.657,0.373,4,0.291,0.26086,126973,101.239,0.744,0.074,0,0.00127,0.123,1,-3.128,4,0.977,0.369,1
0.351,0.141,0.841,4,0.538,0.39519,248613,95.461,0.425,0.111,0.000289,0.69,0.0656,1,-7.482,0,0.629,0.625,1
0.415,0.435,0.871,4,0.77,0,265964,124.011,0.464,0.0719,0.000756,0.0184,0.0945,1,-6.606,10,0.622,0.787,1
0.442,0.359,0.895,4,0.049,0.23773,296733,159.51,0.126,0.124,0.000674,0.048,0.0404,1,-11.66,2,0.548,0.447,0
0.421,0.255,1,4,0.479,0,248347,119.976,0.687,0.174,0.000029,0.136,0.0558,1,-7.621,6,0.47,0.824,1
0.484,0.514,0.977,4,0.114,3.2624,235867,187.949,0.236,0.11,0,0.0209,0.136,1,-4.386,4,0.841,0.499,0
0.438,0.573,1,3,0.053,0,200133,128.495,0.0372,0.123,0.19,0.881,0.0336,1,-13.107,7,0.252,0.234,1
0.704,0.705,1,4,0.79,4.02286,248813,127.923,0.674,0.323,0.000384,0.000923,0.0387,0,-5.473,7,0.862,0.57,1
0.253,0.139,1,4,0.504,0.25029,310187,174.062,0.509,0.0814,0.000101,0.144,0.488,1,-11.602,8,0.412,0.709,1
0.442,0.497,0.996,4,0.852,0.27868,278893,100.009,0.16,0.0664,0,0.0541,0.056,0,-5.917,4,0.816,0.771,1
0.534,0.535,0.961,4,0.116,0,600973,130.163,0.0494,0.115,0.26,0.00372,0.0381,1,-4.916,0,0.651,0.273,0
0.688,0.606,0.957,4,0.44,0.16272,272200,121.924,0.224,0.089,0,0.0713,0.0307,1,-5.722,0,0.566,0.492,0
0.406,0.204,1,3,0.139,0.16249,192347,175.67,0.43,0.18,0.000003,0.184,0.0562,1,-11.598,11,0.439,0.473,0
0.474,0.603,1,4,0.5,0.09642,133133,94.821,0.92,0.124,0,0.667,0.151,1,-16.712,9,0.371,0.722,1
0.713,0.884,0.964,4,0.652,0,204333,130.408,0.0351,0.0439,0.698,0.000839,0.0396,1,-7.589,1,0.756,0.39,1
0.289,0.507,0.998,4,0.95,0.10472,408554,141.984,0.466,0.134,0.211,0.000761,0.0396,1,-5.96,10,0.933,0.621,1
0.098,0,1,4,0.834,0,153587,133.053,0.83,0.0806,0.000014,0.26,0.0553,1,-2.174,5,0.943,0.843,1
0.548,0.472,1,4,0.664,0.23705,270067,91.038,0.801,0.104,0.667,0.523,0.0984,1,-10.181,7,0.546,0.729,1
0.361,0.3,1,4,0.678,0,200105,106.083,0.445,0.15,0,0.127,0.0863,0,-3.078,4,0.882,0.698,1
0.597,0.414,1,3,0.189,0.19787,255840,145.752,0.104,0.114,0,0.146,0.0257,1,-7.716,1,0.444,0.509,0
0.489,0.393,0.977,4,0.927,0.26091,133573,126.473,0.961,0.105,0.436,0.119,0.0315,1,-12.245,0,0.527,0.753,1
0.78,1,0.76,4,0.443,2.14785,240200,151.072,0.0542,0.118,0.000184,0.0302,0.0354,1,-6.461,0,0.755,0.298,0
0.579,0.435,0.583,4,0.114,0.43596,268800,119.58,0.167,0.106,0,0.947,0.0338,1,-7.778,0,0.24,0.549,0
0.584,0.689,0.866,3,0.768,0,270507,112.386,0.287,0.0704,0.923,0.884,0.0659,1,-25.375,7,0.0937,0.721,0
0.674,0.871,0.976,4,0.76,0.17415,235333,115.831,0.645,0.127,0.000005,0.213,0.0356,1,-7.869,5,0.597,0.548,1
0.74,0.557,0.765,4,0.117,0.34204,211487,102.029,0.379,0.108,0.000001,0.161,0.0255,1,-8.182,7,0.53,0.416,0
0.552,0.304,0.996,4,0.891,0,238864,130.311,0.843,0.0575,0.68,0.00253,0.0764,1,-6.558,0,0.791,0.736,1
0.559,0.399,0.588,4,0.251,2.75737,307280,77.926,0.272,0.108,0.845,0.622,0.117,0,-10.515,5,0.405,0.719,0
0.543,0.41,1,4,0.81,0.06385,213720,97.76,0.759,0.0523,0.000006,0.0597,0.211,1,-5.813,1,0.722,0.798,1
0.348,0.283,1,4,0.944,0,182880,112.83,0.639,0.605,0.00259,0.134,0.16,1,-4.108,8,0.983,0.684,1
0.121,0.004,1,4,1,0.3673,298827,123.51,0.971,0.0942,0.0206,0.000036,0.0329,1,-4.21,9,0.959,0.541,1
0.711,0.759,0.796,4,0.07,0.41029,267640,77.058,0.181,0.141,0.00142,0.591,0.0288,1,-11.186,1,0.235,0.367,0
0.565,0.447,1,4,0.63,0.29116,247827,119.737,0.397,0.161,0.903,0.317,0.045,1,-5.58,10,0.817,0.542,1
0.58,0.741,0.762,4,0.509,0.18,161160,117.43,0.236,0.098,0.598,0.00187,0.0334,0,-5.304,11,0.745,0.426,1
0.272,0,1,4,0.981,0.14408,264280,127.808,0.799,0.095,0.739,0.000232,0.0336,0,-11.522,5,0.805,0.69,1
0.613,0.542,1,3,0.591,0.24231,223067,151.95,0.208,0.117,0,0.08,0.0291,1,-7.462,9,0.406,0.457,0
0.258,0.207,1,4,0.648,1.17846,276987,101.008,0.816,0.0937,0.816,0.371,0.0359,1,-8.699,9,0.621,0.706,1
0.652,0.701,1,4,0.202,0.34213,196600,106.153,0.846,0.141,0,0.153,0.046,1,-5.232,4,0.864,0.659,0
0.359,0.141,1,4,0.064,0.18376,232067,179.893,0.578,0.133,0.000723,0.0401,0.161,0,-4.354,1,0.853,0.454,1
0.547,0.478,0.956,4,0.754,0.16834,237480,138.933,0.627,0.354,0.112,0.147,0.0601,0,-5.54,10,0.904,0.672,1
0.645,0.869,0.362,3,0.138,0,290560,114.732,0.189,0.157,0.000016,0.331,0.0276,1,-7.729,7,0.411,0.38,0
0.345,0.169,1,3,0.463,0.29605,252227,119.95,0.429,0.0971,0,0.404,0.0306,0,-5.959,2,0.371,0.664,0
0.34,0.107,0.984,4,0.541,0,198107,120.269,0.267,0.116,0.0013,0.00027,0.0372,0,-5.918,11,0.685,0.216,1
0.51,0.016,0.815,4,0.54,0.62118,144347,93.116,0.606,0.174,0.00186,0.358,0.0288,1,-10.204,0,0.44,0.441,0
0.576,0.468,1,4,0.478,0,161373,128.102,0.348,0.117,0.814,0.114,0.0386,1,-7.043,8,0.787,0.727,1
0.707,0.756,0.979,3,0.573,0.13878,243973,111.102,0.0611,0.136,0.832,0.897,0.0319,1,-24.722,9,0.0957,0.469,0
0.324,0.581,1,4,0.496,0,198013,93.011,0.813,0.121,0,0.101,0.271,0,-3.067,4,0.904,0.843,1
0.419,0.455,0.996,4,0.68,0,256587,116.111,0.331,0.12,0.0184,0.241,0.0431,1,-17.438,5,0.191,0.562,0
0.542,0.488,0.968,4,0.362,0.17469,313947,119.876,0.338,0.114,0,0.631,0.038,1,-6.909,6,0.448,0.608,0
0.427,0.249,0.836,4,0.119,0.32984,172867,83.397,0.173,0.115,0.00497,0.758,0.0288,1,-15.745,7,0.179,0.346,0
0.46,0.398,1,4,0.816,0,198120,125.944,0.766,0.487,0.000007,0.046,0.106,0,-6.089,11,0.922,0.825,1
0.32,0.151,1,4,0.258,0,275027,169.967,0.42,0.0978,0.000003,0.00978,0.0881,0,-6.335,6,0.773,0.494,0
0.564,0.485,1,4,0.46,0.1219,255213,142.968,0.284,0.164,0,0.0512,0.063,1,-6.624,1,0.678,0.581,0
0.527,0.407,1,4,0.561,0.0639,116027,139.832,0.767,0.0809,0.000299,0.301,0.037,1,-8.734,0,0.514,0.651,0
0.314,0.529,0.807,4,0.219,0,184267,89.678,0.801,0.939,0.00003,0.562,0.22,1,-5.658,3,0.839,0.395,0
0.835,0.884,0.799,4,0.139,0,189587,163.94,0.713,0.547,0,0.072,0.0559,0,-9.709,11,0.478,0.65,0
0.772,0.847,0.962,4,0.336,0.32517,313307,156.051,0.377,0.15,0.00025,0.208,0.029,0,-7.448,11,0.594,0.483,0
0.431,0.448,0.98,3,0.047,5.85143,547427,131.551,0.074,0.139,0.816,0.427,0.0325,0,-8.161,10,0.453,0.223,0
0.626,0.744,1,4,0.933,0,157432,125.99,0.835,0.112,0.812,0.000563,0.0295,0,-4.949,7,0.874,0.604,1
0.479,0.315,0.851,4,0,0.58644,308667,47.48,0.384,0.112,0.0622,0.0536,0.0385,1,-6.242,9,0.684,0.266,0
0.471,0.474,1,4,0.291,0.44122,232773,89.046,0.646,0.454,0.000001,0.544,0.0544,0,-7.757,9,0.666,0.605,0
0.579,0.748,0.983,4,0.918,0.24313,230040,128.967,0.889,0.127,0.000009,0.00086,0.036,0,-5.061,1,0.937,0.605,1
0.364,0.261,0.934,4,0.491,2.25234,238373,75.095,0.375,0.105,0.000002,0.0301,0.0435,1,-5.265,5,0.701,0.309,0
0.505,0.502,1,4,0.857,0.21492,146960,134.407,0.477,0.0452,0.024,0.00219,0.0584,1,-3.234,11,0.577,0.407,1
0.33,0.216,1,4,0.837,0,500093,109.645,0.414,0.35,0.000232,0.109,0.123,1,-5.695,8,0.97,0.832,1
0.569,0.658,0.928,4,0.373,2.87347,234680,156.601,0.444,0.142,0.734,0.000043,0.114,1,-3.402,1,0.942,0.211,1
0.495,0.339,0.889,4,0.931,0.38857,287267,127.029,0.666,0.054,0.0137,0.0545,0.0411,1,-6.274,7,0.792,0.825,1
0.667,0.69,0.532,4,0.116,0.30177,221000,93.944,0.274,0.125,0.000004,0.967,0.0386,1,-10.464,2,0.304,0.661,0
0.477,0.481,1,4,0.474,0.22218,188627,122.203,0.166,0.111,0.309,0.641,0.0304,0,-13.27,11,0.308,0.51,0
0.709,0.608,1,4,0.242,0,274267,165.401,0.426,0.105,0.914,0.785,0.0316,1,-9.366,9,0.45,0.488,0
0.551,0.531,1,4,0.81,0,261500,128.02,0.686,0.144,0,0.00758,0.186,0,-5.531,11,0.737,0.579,1
0.762,0.779,0.34,3,0.322,0.16086,282400,139.321,0.288,0.0984,0.000095,0.938,0.0281,0,-9.747,4,0.302,0.348,0
0.953,1,1,4,0.12,0.17388,218307,141.881,0.228,0.116,0,0.0106,0.0276,0,-5.577,10,0.49,0.463,0
0.324,0.405,1,4,0.84,0.17569,184453,128.026,0.686,0.0941,0.000676,0.016,0.0544,1,-7.07,7,0.588,0.898,1
0.632,0.497,0.959,4,0.024,0,222320,88.919,0.346,0.127,0,0.774,0.0259,1,-11.943,7,0.239,0.591,0
0.483,0.432,0.969,4,0.847,1.06807,428533,129.039,0.383,0.145,0.437,0.00147,0.0489,0,-7.906,2,0.989,0.766,1
0.73,0.65,1,4,0.85,0.40635,228893,119.717,0.542,0.0899,0.000021,0.0408,0.0281,1,-11.932,2,0.558,0.663,1
0.568,0.236,1,4,0.716,0.16354,210627,125.014,0.69,0.166,0,0.167,0.0871,0,-2.42,11,0.727,0.748,1
0.316,0.019,1,4,0.918,0.28526,235173,124.473,0.631,0.12,0.00128,0.0252,0.0605,1,-4.855,11,0.908,0.671,1
0.67,0.65,1,4,0.786,3.92998,218190,126.113,0.59,0.0896,0.00151,0.0028,0.0509,0,-3.735,11,0.941,0.589,1
0.659,0.611,1,4,0.752,0.0932,228707,112.631,0.256,0.111,0.898,0.902,0.034,1,-18.316,4,0.253,0.661,0
0.25,0.2,1,4,0.8,0.36576,385933,118.478,0.483,0.349,0.762,0.000314,0.0338,1,-12.269,5,0.784,0.571,1
0.639,0.474,0.135,4,0.11,2.97215,254773,114.504,0.189,0.278,0,0.818,0.0344,1,-11.917,3,0.15,0.334,0
0.659,0.53,0.977,3,0.321,0.19655,319355,152.121,0.343,0.222,0,0.00206,0.036,1,-4.1,7,0.806,0.333,0
0.668,0.679,0.91,4,0.797,0,274760,130.321,0.0807,0.104,0.31,0.0144,0.0335,0,-5.061,8,0.748,0.537,0
0.674,0.566,1,4,0.869,0.33982,216707,139.039,0.794,0.131,0.0188,0.0266,0.0279,0,-6.357,0,0.939,0.72,1
0.451,0.379,1,4,0.667,0.50036,240507,113.117,0.762,0.151,0,0.289,0.0398,0,-14.283,2,0.443,0.73,0
0.378,0.499,0.796,4,0.835,0.92998,272827,123.962,0.872,0.112,0.501,0.00108,0.0659,0,-6.106,9,0.882,0.718,1
0.558,0.468,1,4,0.89,0,274307,130.007,0.716,0.05,0.0223,0.0153,0.0597,1,-6.775,1,0.737,0.827,1
0.512,0.446,0.922,4,0.765,0,216480,139.42,0.485,0.189,0.000003,0.102,0.136,1,-3.834,9,0.972,0.348,0
0.328,0.151,0.868,4,0.239,0.22363,106760,129.195,0.527,0.0642,0,0.448,0.124,0,-10.347,2,0.635,0.601,1
0.331,0.363,1,4,0.783,0,251640,123.983,0.572,0.317,0.327,0.0109,0.0559,0,-6.194,9,0.857,0.723,1
0.675,0.634,0.722,4,0.373,0.25406,195560,120.145,0.608,0.0858,0.00267,0.0114,0.0363,1,-6.716,7,0.68,0.653,0
0.606,0.559,0.987,4,0.6,0.20268,200467,199.95,0.159,0.0839,0.211,0.31,0.0584,1,-11.329,0,0.599,0.46,1
0.493,0.585,0.957,4,0.869,0,266560,126.99,0.269,0.416,0.000017,0.0163,0.0404,1,-2.403,5,0.919,0.561,1
0.165,0.179,1,4,0.767,0.26816,214400,106.359,0.658,0.142,0,0.0548,0.316,1,-9.886,6,0.714,0.919,1
0.473,0.395,1,4,0.181,0.18009,227880,139.934,0.964,0.0831,0.000763,0.112,0.0568,0,-4.577,3,0.674,0.861,1
0.275,0.088,0.033,4,0.714,0,230218,110.002,0.68,0.178,0.0922,0.0143,0.0358,1,-9.942,0,0.438,0.832,1
0.408,0.187,0.981,4,0.346,1.03914,350173,87.815,0.383,0.111,0.00264,0.802,0.0387,1,-10.785,3,0.512,0.441,0
0.665,0.793,0.783,4,0.684,0.48771,196284,133.886,0.531,0.404,0,0.0565,0.0962,0,-2.627,4,0.693,0.545,1
0.585,0.647,0.119,3,0.032,0.1707,172520,138.478,0.0386,0.131,0.944,0.86,0.0387,1,-24.563,5,0.0393,0.147,0
0.466,0.17,0.922,3,0.03,4.00544,155373,152.633,0.3,0.113,0.000303,0.756,0.0343,0,-16.425,1,0.176,0.202,0
0.43,0.528,1,4,0.827,0.39506,226160,90.998,0.389,0.0887,0,0.0439,0.333,0,-5.724,6,0.758,0.745,1
0.307,0.142,0.974,4,0.834,0.21778,241347,122.003,0.496,0.0535,0.000019,0.118,0.0582,1,-6.96,9,0.825,0.711,1
0.394,0.12,0.536,4,0.076,0.26118,202107,78.368,0.158,0.313,0.000003,0.912,0.0295,0,-10.678,4,0.318,0.288,0
0.121,0,1,4,0.365,0.13125,166573,111.107,0.409,0.0543,0,0.316,0.0405,1,-13.688,7,0.475,0.512,0
0.352,0.586,1,4,0.159,0.09315,211267,148.007,0.588,0.819,0,0.206,0.249,1,-4.802,1,0.902,0.865,0
0.528,0.61,0.883,4,0.948,0.29029,193933,111.005,0.479,0.146,0.00279,0.00182,0.0392,0,-5.643,2,0.737,0.765,1
0.857,1,0.987,4,0.444,0.18023,181360,83.045,0.225,0.13,0,0.431,0.0286,1,-9.99,9,0.316,0.497,0
0.518,0.648,0.792,4,0.587,0,219360,94.898,0.381,0.326,0.00106,0.0883,0.031,1,-3.193,3,0.891,0.26,1
0.773,0.93,0.876,4,0.088,0.5312,220394,142.653,0.163,0.105,0.811,0.956,0.0363,0,-30.106,11,0.0338,0.375,0
0.148,0,1,4,0.788,0.08694,428964,121.998,0.311,0.0794,0.661,0.0122,0.0434,1,-12.062,9,0.515,0.753,1
0.319,0.547,1,4,0.623,0.4302,271880,97.017,0.746,0.0573,0,0.0196,0.214,1,-5.963,6,0.855,0.817,1
0.655,0.654,0.905,4,0.255,0.09193,288667,97.712,0.772,0.122,0.00706,0.167,0.0552,1,-7.323,2,0.732,0.591,1
0.459,0.715,0.972,4,0.053,3.12308,108933,67.96,0.526,0.164,0.115,0.922,0.0275,0,-17.951,0,0.314,0.458,0
0.372,0.004,0.95,4,0.16,0.122,221720,117.78,0.218,0.121,0,0.292,0.0301,1,-8.603,6,0.372,0.53,0
0.544,0.369,0.975,4,0.02,0.41315,295493,157.966,0.289,0.0872,0,0.336,0.0347,0,-6.095,5,0.451,0.481,0
0.221,0.414,0.944,4,0.098,0.2263,253587,75.67,0.458,0.103,0.0176,0.259,0.0424,0,-7.141,9,0.717,0.286,0
0.265,0.003,1,4,0.151,0.23206,360667,74.051,0.229,0.11,0.0296,0.643,0.0359,1,-10.256,9,0.435,0.602,1
0.475,0.674,1,3,0.123,0.33506,201293,172.935,0.47,0.105,0,0.571,0.0477,1,-5.757,5,0.548,0.282,0
0.506,0.647,1,4,0.879,1.03923,203387,124.963,0.675,0.33,0.000004,0.0573,0.0584,1,-1.214,10,0.909,0.685,1
0.561,0.857,1,4,0.934,0,378387,132.522,0.809,0.0344,0.00435,0.196,0.0346,1,-4.912,7,0.946,0.791,1
0.57,0.523,1,3,0.366,9.25896,260187,116.01,0.136,0.114,0.000209,0.509,0.0344,1,-9.565,9,0.349,0.662,0
0.309,0.133,1,4,0.597,0.26807,217773,126.83,0.965,0.0914,0.000006,0.145,0.081,0,-5.489,1,0.967,0.795,1
0.376,0.262,1,4,0.868,4.28408,343920,124.675,0.702,0.127,0.902,0.00046,0.0725,1,-12.195,2,0.829,0.653,1
0.495,0.493,1,4,0.951,0.15678,204160,129.992,0.788,0.139,0,0.0295,0.0981,1,-4.087,11,0.963,0.581,1
0.312,0.432,1,4,0.38,0.16798,335907,121.824,0.165,0.104,0.868,0.0518,0.103,0,-8.726,5,0.758,0.299,1
0.468,0.531,0.911,4,0.771,2.0956,606667,139.017,0.0723,0.367,0.907,0.0961,0.115,0,-8.275,4,0.949,0.568,1
0.445,0.619,0.99,4,1,0,206253,125.021,0.923,0.113,0.0166,0.0122,0.0382,1,-6.933,5,0.766,0.738,1
0.429,0.419,0.919,4,0.647,18.44825,499840,120.033,0.142,0.0651,0.367,0.00114,0.0407,0,-6.549,9,0.692,0.516,0
0.622,0.629,1,3,0.167,0.30617,313507,101.907,0.693,0.0497,0.000026,0.0229,0.0461,1,-9.531,7,0.762,0.451,0
0.56,0.748,0.99,4,0.534,0,296627,118.084,0.306,0.118,0.0265,0.000194,0.0339,1,-4.665,0,0.722,0.267,0
0.543,0.418,0.322,3,0.053,0.34862,198840,133.161,0.231,0.118,0.00187,0.95,0.0438,1,-16.284,1,0.11,0.34,0
0.59,0.656,1,4,0.905,0.08091,212733,136.063,0.522,0.195,0.1,0.0399,0.033,1,-5.228,4,0.885,0.6,1
0.778,0.83,0.731,4,0.374,0,181667,98.05,0.398,0.108,0,0.16,0.0277,1,-5.887,2,0.548,0.563,0
0.377,0.225,0.997,4,0.783,0,279661,127.061,0.681,0.193,0.000889,0.00013,0.156,0,-8.566,5,0.701,0.599,1
1,0.859,0.973,4,0.571,0.51079,154067,109.303,0.247,0.0944,0.000268,0.526,0.0828,0,-13.746,11,0.487,0.693,0
0.105,0,0.7,4,0.168,0.3595,157307,94.716,0.482,0.146,0.00355,0.319,0.0289,1,-5.222,0,0.591,0.291,0
0.495,0.491,1,4,0.892,0.29197,236800,148.101,0.65,0.558,0.043,0.000287,0.0477,1,-10.958,4,0.877,0.593,1
0.966,1,1,4,0.322,0,290933,101.027,0.0948,0.0614,0.666,0.651,0.0281,1,-10.32,7,0.263,0.311,0
0.761,0.805,0.479,3,0.142,0.0878,415840,173.305,0.0873,0.111,0.000204,0.882,0.0413,0,-18.86,5,0.0694,0.243,0
0.321,0.027,0.993,4,0.804,0.28005,282707,133.049,0.0481,0.0928,0.179,0.0587,0.0618,1,-7.996,7,0.832,0.855,1
0.436,0.387,1,4,0.505,0.17469,123400,118.212,0.564,0.226,0.000001,0.723,0.0589,1,-10.944,5,0.362,0.413,0
0.241,0.665,0.966,4,0.93,9.88009,865093,131.886,0.561,0.102,0.893,0.0994,0.0561,0,-18.31,11,0.587,0.836,1
0.609,0.43,0.936,4,0.34,0.60925,335053,143.98,0.309,0.14,0.000013,0.156,0.0417,0,-8.063,11,0.597,0.623,0
0.397,0.347,0.971,4,0.511,0.37932,232600,124.011,0.437,0.405,0.000006,0.0047,0.0449,0,-5.188,4,0.717,0.451,0
0.403,0.248,1,4,0.267,0.25556,238440,169.954,0.886,0.0715,0.00001,0.106,0.0457,1,-5.483,1,0.884,0.547,1
0.253,0.37,0.707,4,0.845,0.481,253853,138.077,0.129,0.179,0.691,0.314,0.0304,0,-11.562,4,0.453,0.488,0
1,0.711,0.636,5,0.021,9.71755,231333,140.022,0.0851,0.587,0.11,0.563,0.0311,0,-9.616,1,0.368,0.173,0
0.323,0.258,0.858,4,0.866,2.76898,202720,125,0.62,0.0721,0.0498,0.00268,0.0448,1,-6.825,10,0.71,0.622,1
0.457,0.572,1,4,0.874,0,255093,133.748,0.325,0.11,0.833,0.331,0.0277,1,-6.765,11,0.753,0.69,0
0.658,0.671,0.957,4,0.371,0.53537,268613,127.935,0.337,0.102,0,0.773,0.0312,1,-8.84,11,0.318,0.645,0
0.043,0.163,0.98,3,0.344,0.20322,144533,140.743,0.396,0.108,0.00142,0.0249,0.0311,0,-13.444,6,0.241,0.472,0
0.117,0.188,1,4,0.715,0.10971,406293,124.117,0.128,0.616,0.706,0.0106,0.0552,1,-6.855,5,0.713,0.589,0
0.284,0.217,1,4,0.183,0.45293,161373,172.484,0.932,0.132,0,0.289,0.0723,1,-11.773,0,0.716,0.562,1
0.712,0.67,0.913,4,0.668,0.31683,137800,131.687,0.843,0.194,0.000016,0.0935,0.0632,1,-11.094,9,0.664,0.625,1
0.517,0.526,0.88,4,0.779,0.18898,203893,125.909,0.334,0.115,0,0.458,0.0314,1,-7.629,5,0.543,0.603,0
0.179,0,0.819,4,0.115,0.41156,304413,157.302,0.138,0.17,0,0.863,0.037,0,-9.71,9,0.3,0.423,0
0.392,0.29,0.997,4,0.045,0.20308,264453,81.029,0.429,0.191,0.00549,0.214,0.174,1,-6.176,0,0.82,0.673,1
0.575,0.739,0.957,4,0.895,4.45823,336600,108.525,0.83,0.82,0.000121,0.101,0.0414,0,-6.959,11,0.883,0.778,1
0.235,0.557,1,4,0.634,0.17596,330213,135.074,0.506,0.139,0.803,0.0246,0.0343,0,-13.104,9,0.811,0.671,1
0.525,0.597,0.542,4,0.02,0.238,269600,99.671,0.818,0.173,0.00938,0.4,0.0284,0,-11.616,5,0.729,0.494,1
0.39,0.251,1,4,0.752,0.36073,249093,99.962,0.683,0.0625,0,0.0383,0.0793,0,-5.435,10,0.803,0.71,1
0.564,0.574,1,4,0.974,2.13043,195280,127.047,0.745,0.133,0.000278,0.0239,0.0527,0,-4.162,11,0.928,0.711,1
1,0.752,0.667,4,0.647,0.44118,110627,96.371,0.565,0.122,0.00099,0.959,0.0318,1,-9.628,7,0.263,0.677,1
0.548,0.605,1,4,0.426,0.21592,171160,139.266,0.465,0.18,0.000036,0.434,0.0319,1,-9.417,2,0.462,0.475,0
0.842,0.759,0.981,4,0.048,0.11025,305293,96.421,0.0786,0.0954,0.0999,0.604,0.0335,1,-10.974,9,0.232,0.251,0
0.636,0.718,1,3,0.45,0.21519,202493,118.862,0.137,0.0881,0.0556,0.855,0.0317,1,-16.107,1,0.31,0.465,0
0.48,0.208,1,4,0.77,0.50122,316320,131.869,0.421,0.263,0.605,0.00247,0.052,1,-10.763,10,0.612,0.759,1
0.379,0.717,1,4,0.967,0.12816,157387,129.989,0.952,0.0989,0.175,0.01,0.0303,1,-4.191,2,0.675,0.759,1
0.688,0.497,0.993,4,0.089,0.22889,170533,75.466,0.153,0.0625,0.718,0.993,0.0375,1,-21.985,5,0.0175,0.258,0
0.406,0.208,1,4,0.871,0.18254,234013,112.99,0.333,0.0979,0.0679,0.553,0.0575,0,-12.58,10,0.468,0.703,0
