@relation 'MusicMoods-weka.filters.unsupervised.attribute.Remove-R14-15,17-18-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Reorder-Rlast-first'

@attribute track_mode_confidence numeric
@attribute track_key_confidence numeric
@attribute track_time_signature_confidence numeric
@attribute track_time_signature numeric
@attribute track_tempo_confidence numeric
@attribute track_end_of_fade_in numeric
@attribute duration_ms numeric
@attribute tempo numeric
@attribute valence numeric
@attribute liveness numeric
@attribute instrumentalness numeric
@attribute acousticness numeric
@attribute speechiness numeric
@attribute mode numeric
@attribute loudness numeric
@attribute key numeric
@attribute energy numeric
@attribute danceability numeric
@attribute mood {0,1}

@data
0.623,0.254,1,4,0.457,0.31166,488547,100.006,0.0417,0.133,0.696,0.00208,0.0308,1,-9.539,7,0.315,0.469,0
0.339,0.369,1,4,0.971,13.1483,355173,126.673,0.952,0.105,0.727,0.0389,0.0403,1,-15.549,5,0.722,0.666,1
0.6,0.467,1,3,0.05,0.22948,308333,122.184,0.21,0.19,0.0162,0.8,0.0309,1,-11.897,4,0.277,0.409,0
0.608,0.702,1,4,0.658,0.3888,310413,125.006,0.619,0.0708,0.54,0.0169,0.0343,1,-7.188,2,0.694,0.76,1
0.715,0.481,0.839,4,0.3,0,251427,116.652,0.135,0.115,0.000244,0.84,0.0338,0,-10.895,10,0.394,0.386,0
0.813,0.919,0.972,4,0.678,0.21383,262387,128.594,0.365,0.0962,0.00001,0.667,0.0261,1,-5.067,7,0.626,0.724,0
0.447,0.238,0.303,3,0.753,0.48762,299293,129.002,0.559,0.308,0.329,0.795,0.0269,0,-5.411,7,0.871,0.61,1
0.526,0.639,1,4,0.373,0.08036,461907,82.026,0.388,0.088,0.363,0.366,0.0333,0,-15.735,4,0.409,0.58,0
0.525,0.444,0.894,4,0.882,0.26127,254227,144.983,0.156,0.824,0.277,0.0119,0.067,1,-6.175,0,0.999,0.582,1
0.773,1,0.998,4,0.211,7.94703,268711,131.759,0.141,0.112,0.000029,0.369,0.0265,1,-8.01,0,0.409,0.446,0
0.261,0.529,1,4,0.941,0.22077,412533,108.106,0.608,0.111,0.794,0.0836,0.0401,0,-12.111,8,0.608,0.655,1
0.452,0.473,1,4,0.875,4.52209,405693,138.001,0.209,0.365,0.903,0.0189,0.0577,0,-9.527,8,0.969,0.636,1
0.668,0.652,0.462,3,0.203,2.50776,156893,173.945,0.361,0.101,0.0749,0.925,0.0395,1,-22.279,2,0.0554,0.432,0
0.498,0.439,1,3,0.124,0,248720,96.13,0.133,0.223,0.000668,0.907,0.0308,1,-13.105,5,0.244,0.399,0
0.458,0,0.96,4,0.637,0,264587,112.016,0.708,0.349,0.000762,0.144,0.032,0,-6.741,6,0.801,0.601,0
0.553,0.57,1,4,0.278,0.0815,270673,145.973,0.193,0.159,0,0.047,0.046,1,-8.012,0,0.655,0.566,0
0.532,0.444,0.846,4,0.381,0.41764,212227,96.044,0.437,0.119,0.000008,0.0525,0.0232,0,-4.519,11,0.779,0.679,0
0.617,0.793,1,4,0.227,0.08163,242013,74.008,0.329,0.385,0,0.0205,0.161,1,-5.283,1,0.601,0.845,1
0.479,0.525,1,4,0.801,0.23796,269653,120.03,0.903,0.158,0,0.0253,0.11,0,-2.727,11,0.925,0.789,1
0.647,0.79,0.945,4,0.409,0.06381,166040,143.877,0.689,0.329,0,0.672,0.0302,1,-6.714,6,0.752,0.456,0
0.681,0.762,0.99,4,0.166,0.44621,122907,117.245,0.235,0.112,0,0.905,0.0458,1,-20.601,7,0.0223,0.666,0
0.777,0.579,1,4,0.414,5.85143,318407,84.736,0.491,0.074,0.000082,0.667,0.298,0,-7.73,7,0.743,0.523,0
0.644,0.68,1,4,0.765,0,225040,124.948,0.208,0.0881,0.00393,0.000536,0.0476,0,-7.598,4,0.743,0.588,0
0.503,0.513,0.954,4,0.917,0.09288,186360,126.063,0.836,0.317,0,0.0156,0.0359,1,-5.033,0,0.908,0.771,1
0.282,0.116,1,4,0.783,0.1278,205218,139.179,0.591,0.345,0.00413,0.108,0.0795,0,-3.832,11,0.86,0.455,1
0.713,0.429,0.811,4,0.054,0.54649,286173,118.848,0.122,0.402,0,0.829,0.0493,0,-12.107,6,0.134,0.506,0
0.496,0.53,0.994,4,0.77,2.84444,310133,128.365,0.722,0.128,0.000139,0.0871,0.0432,0,-13.382,4,0.528,0.649,1
0.529,0.385,0.824,4,0.874,0.26122,235160,130.035,0.721,0.34,0.000301,0.00429,0.0373,0,-4.641,5,0.941,0.668,1
0.56,0.123,0.263,1,0.02,0.10517,261200,138.573,0.101,0.162,0.0106,0.978,0.0409,1,-10.383,6,0.168,0.299,0
0.577,0.62,1,4,0.975,0,390943,117.016,0.796,0.221,0.891,0.0444,0.0488,0,-4.976,5,0.895,0.714,0
0.552,0.127,1,3,0.116,0.38884,301693,105.875,0.365,0.0638,0.00076,0.893,0.0381,1,-14.257,7,0.271,0.494,0
0.89,0.951,0.993,4,0.291,0.19156,177685,100.315,0.759,0.307,0,0.0348,0.232,1,-7.321,6,0.652,0.76,1
0.044,0,0.991,4,0.04,0.18948,154853,91.593,0.804,0.379,0,0.731,0.0488,1,-11.426,8,0.426,0.58,1
0,0,1,4,0.801,3.64553,257760,141.466,0.155,0.106,0.0232,0.00444,0.0464,1,-4.644,2,0.771,0.518,0
0.627,0.547,0.433,4,0.065,0.17986,223280,170.406,0.282,0.286,0,0.984,0.0647,1,-9.683,0,0.0816,0.51,0
0.423,0.359,0.996,4,0.161,0.2263,227265,150.038,0.432,0.0857,0.0395,0.00822,0.0309,1,-11.336,4,0.484,0.589,1
0.583,0.398,0.929,4,0.335,0.31646,380773,118.288,0.233,0.099,0.000238,0.499,0.032,1,-10.714,3,0.429,0.426,0
0.679,0.352,1,4,0.786,0,239933,124.448,0.962,0.398,0.00007,0.164,0.0327,0,-10.488,7,0.84,0.705,1
0.811,0.898,0.892,4,0.116,0.28871,285733,75.788,0.19,0.0896,0.000788,0.0514,0.0271,1,-7.708,7,0.509,0.487,0
0.652,0.66,0.415,3,0.036,2.60063,193800,88.535,0.123,0.111,0.000014,0.918,0.0496,1,-18.961,7,0.043,0.307,0
0.575,0.536,1,4,0.54,0.35986,258360,119.985,0.645,0.0608,0.00196,0.0464,0.117,0,-5.652,1,0.75,0.776,1
0.349,0.224,1,4,0.175,0.24934,200400,103.249,0.403,0.108,0.000699,0.017,0.0679,1,-6.025,11,0.688,0.49,0
0.4,0.276,1,4,0.88,0.18027,195840,129.957,0.809,0.036,0.000008,0.291,0.0652,0,-5.885,10,0.562,0.88,1
0.483,0.077,0.709,3,0.308,0.12989,119120,126.847,0.315,0.112,0.886,0.982,0.042,1,-21.373,7,0.0577,0.428,0
0.363,0.615,1,4,0.428,0.08127,241573,85.835,0.848,0.0864,0.105,0.00961,0.31,1,-9.197,1,0.788,0.742,1
0.535,0.489,1,4,0.478,0.31492,228893,103.419,0.373,0.0996,0.000032,0.105,0.0244,1,-6.326,1,0.624,0.621,0
0.819,0.582,0.173,1,0,0.89102,349920,138.942,0.0364,0.106,0.927,0.96,0.042,1,-19.188,0,0.0457,0.147,0
0.632,0.648,0.818,4,0.103,0.34245,286653,133.113,0.0743,0.341,0.000153,0.134,0.0324,1,-13.569,4,0.2,0.342,0
0.774,0.708,0.962,4,0.262,0.20327,210373,137.817,0.184,0.34,0.000002,0.883,0.0268,1,-11.56,7,0.242,0.576,0
0.301,0,0.961,3,0.213,0.18005,237400,111.462,0.409,0.259,0.0011,0.0206,0.0402,1,-7.007,0,0.693,0.219,0
0.605,0.554,1,4,0.354,0.17932,194680,79.67,0.329,0.122,0.000056,0.964,0.062,1,-16.969,9,0.148,0.635,0
0.45,0.369,0.402,4,0.828,0,280684,137.969,0.518,0.34,0.00023,0.00815,0.04,1,-5.292,0,0.857,0.612,0
0.469,0.058,1,4,0.759,0,367413,128.014,0.707,0.113,0.000003,0.0291,0.0708,1,-6.088,0,0.761,0.868,1
0.653,0.487,1,4,0.719,0.13796,228067,120.137,0.941,0.11,0.00649,0.108,0.0608,0,-7.674,6,0.434,0.888,1
0.404,0.42,1,4,0.78,0.12195,415359,141.221,0.601,0.0609,0.262,0.000514,0.0464,1,-3.901,8,0.993,0.34,0
0.724,0.769,1,4,0.737,0,193307,98.35,0.404,0.32,0.00148,0.196,0.0309,0,-9.41,1,0.661,0.603,1
0.464,0.351,1,4,0.221,0,304093,140.027,0.869,0.0942,0.000464,0.221,0.0625,1,-3.297,7,0.912,0.757,1
0.568,0.364,1,4,0.979,0.22639,238413,112.013,0.888,0.0498,0,0.0117,0.132,1,-4.149,1,0.903,0.722,1
0.363,0.204,0.929,4,0.278,0,111832,108.815,0.0661,0.123,0.935,0.991,0.0436,1,-18.041,8,0.0796,0.38,0
0.641,0.75,0.866,4,0.171,0,91254,70.548,0.319,0.138,0,0.965,0.0844,1,-14.305,7,0.168,0.583,0
0.407,0.213,0.986,4,0.201,0,236101,150.079,0.542,0.0846,0.000519,0.187,0.0445,1,-8.155,0,0.695,0.518,0
0.314,0.314,1,4,0.098,0.10925,226467,150.046,0.699,0.214,0.000052,0.00611,0.0323,0,-3.035,1,0.92,0.622,1
0.824,0.832,0.993,4,0.765,0.19946,165405,111.073,0.528,0.133,0.000009,0.828,0.0295,1,-5.74,2,0.676,0.687,0
0.545,0.618,0.678,4,0.681,0.19147,199693,120.032,0.735,0.291,0.000001,0.0746,0.116,0,-2.741,2,0.832,0.755,1
0.624,0.73,0.511,3,0.054,0,152720,122.735,0.889,0.0617,0,0.0734,0.0846,1,-4.925,4,0.801,0.489,1
0.65,0.555,0.998,4,0.217,0.29084,327893,162.056,0.349,0.0594,0.543,0.000069,0.0292,0,-5.757,6,0.683,0.394,0
0.252,0.142,1,4,0.658,0,202973,127.969,0.714,0.0791,0.000611,0.0191,0.0689,0,-6.367,4,0.732,0.79,1
0.626,0.68,0.43,3,0.14,0,141467,82.41,0.0637,0.214,0.585,0.796,0.0487,1,-30.098,9,0.148,0.146,1
0.372,0.579,1,4,0.468,0.38408,311880,100.619,0.305,0.0838,0.31,0.00432,0.0483,1,-8.855,2,0.825,0.697,1
0.841,0.621,0.153,1,0.669,0,252069,119.997,0.293,0.145,0.000023,0.096,0.0309,1,-7.511,0,0.497,0.598,0
0.416,0.329,1,4,0.3,0.37846,255213,97.905,0.425,0.186,0.794,0.11,0.0355,1,-8.143,11,0.848,0.527,1
0.599,0.713,1,4,0.789,0.37152,266683,141.653,0.948,0.0518,0.000002,0.0562,0.0714,0,-7.303,9,0.69,0.79,1
0.265,0.354,1,4,0.875,0.52399,122960,112.191,0.964,0.663,0.000026,0.723,0.0743,1,-11.257,10,0.56,0.816,1
0.536,0.573,1,4,0.808,4.26667,181013,131.004,0.615,0.0815,0.86,0.846,0.0488,1,-12.052,0,0.179,0.749,0
0.787,0.74,0.873,4,0.617,0.46422,232067,142.812,0.271,0.113,0.000064,0.953,0.0335,1,-13.592,0,0.125,0.506,0
0.371,0.252,0.779,3,0.05,0.44694,318960,80.792,0.0799,0.183,0.165,0.00133,0.0423,1,-10.485,10,0.626,0.0832,0
0.663,0.636,1,4,0.071,0.41805,215640,76.265,0.964,0.105,0.831,0.645,0.0329,0,-5.882,4,0.735,0.679,1
0.639,0.326,0.986,4,0.098,0.33102,267320,199.804,0.463,0.0741,0.000026,0.0129,0.0426,1,-5.734,0,0.799,0.574,1
0.226,0.039,0.935,4,0.757,4.85878,350600,141.048,0.44,0.708,0.000004,0.011,0.0699,1,-5.327,6,0.869,0.579,1
0.323,0.138,1,4,0.863,0.19202,247267,130.003,0.877,0.202,0,0.0684,0.0299,1,-4.485,1,0.916,0.666,1
0.598,0.682,0.981,4,0.303,1.30612,376000,158.639,0.701,0.166,0.057,0.51,0.037,0,-13.402,6,0.574,0.534,0
0.278,0.136,0.954,4,0.858,0,427360,111.187,0.914,0.0724,0,0.465,0.257,0,-7.306,11,0.845,0.9,1
0.421,0.655,0.904,4,0.09,0.3746,226533,78.421,0.19,0.113,0.000198,0.836,0.0554,1,-8.788,9,0.329,0.425,0
0.564,0.432,0.687,3,0.048,2.29878,371747,84.734,0.0333,0.11,0.846,0.139,0.0394,0,-12.79,10,0.336,0.174,0
0.629,0.979,0.921,4,0.669,0.12707,281960,125.204,0.428,0.0713,0.0721,0.00047,0.0588,1,-3.468,9,0.958,0.402,1
0.348,0.304,1,4,0.98,0.25039,256333,102.982,0.531,0.0928,0.437,0.136,0.0709,0,-14.296,8,0.518,0.824,1
0.075,0.001,0.977,4,0.946,2.39166,189693,113.029,0.767,0.234,0.00696,0.00994,0.0652,1,-4.922,2,0.931,0.753,1
0.693,0.886,0.655,4,0.914,0.48703,237667,125.024,0.934,0.238,0,0.00736,0.048,0,-4.676,7,0.763,0.587,1
0.617,0.738,0.889,4,0.684,0.66481,306292,128.009,0.871,0.0379,0.0778,0.00509,0.0568,1,-5.817,8,0.95,0.876,1
0.409,0.005,1,4,0.855,0.18576,310267,110.519,0.374,0.0976,0.692,0.418,0.0529,1,-8.926,5,0.55,0.653,1
0.338,0.454,1,4,0.479,0.10063,214893,100.171,0.927,0.605,0.000001,0.0897,0.24,0,-6.325,4,0.875,0.866,1
0.454,0.663,0.963,4,0.862,0.19166,185613,148.942,0.863,0.0585,0,0.00841,0.0438,1,-4.426,5,0.931,0.583,1
0.537,0.587,0.975,4,0.269,0.49392,372267,102.756,0.185,0.13,0.773,0.162,0.0301,1,-8.344,1,0.673,0.474,0
0.332,0,0.977,4,0.423,0.34816,232060,147.947,0.339,0.104,0.000319,0.28,0.0271,0,-5.357,7,0.63,0.545,0
0.967,1,0.608,3,0.012,0,439484,74.105,0.0373,0.114,0.831,0.869,0.0353,0,-12.694,0,0.277,0.0852,0
0.34,0.294,0.905,4,0.15,0.22091,263960,85.47,0.901,0.134,0.000043,0.0744,0.0659,0,-4.016,10,0.862,0.739,1
0.632,0.833,0.947,4,0.324,0.30204,198133,154.144,0.77,0.0992,0.000009,0.00865,0.0505,1,-4.684,9,0.943,0.341,1
0.348,0.09,1,4,0.82,2.2059,273653,120.004,0.723,0.256,0.0119,0.194,0.0363,1,-9.385,6,0.652,0.724,1
0.558,0.497,0.903,3,0.035,0.15764,268507,132.151,0.275,0.118,0.0195,0.883,0.0351,1,-16.725,0,0.175,0.41,1
0.794,0.98,0.257,4,0.459,0.19605,201507,134.935,0.286,0.111,0.0651,0.886,0.0543,1,-19.475,2,0.0498,0.634,0
0.49,0.304,0.872,4,0.816,0,160079,80.416,0.432,0.262,0.000024,0.391,0.0484,1,-19.12,0,0.23,0.502,1
0.328,0.239,0.984,4,0.726,0,318764,161.008,0.547,0.353,0.709,0.000465,0.152,1,-7.329,1,0.987,0.469,1
0.761,0.858,1,4,0.039,0.20308,258640,95.018,0.352,0.112,0.000007,0.0117,0.0283,1,-7.872,0,0.507,0.612,0
0.461,0.336,1,4,0.467,0.20331,167960,168.38,0.472,0.359,0.000008,0.000106,0.0834,1,-5.094,2,0.906,0.159,1
0,0,0.533,4,0.351,0.36086,102227,103.66,0.119,0.107,0.706,0.000535,0.0463,1,-8.433,3,0.527,0.453,0
0.526,0.596,1,4,0.526,0.11456,241587,117.991,0.867,0.645,0,0.341,0.303,1,-7.385,1,0.671,0.913,1
0.429,0.46,1,4,0.606,0.18571,207347,163.447,0.682,0.334,0,0.108,0.258,1,-6.397,6,0.791,0.841,1
0,0,1,4,1,0.39474,207507,111.952,0.729,0.188,0.000091,0.00508,0.0569,0,-10.013,5,0.785,0.711,1
0.349,0.238,1,4,0.876,0.09841,277867,119.865,0.745,0.0477,0,0.315,0.122,1,-4.602,11,0.919,0.726,1
0.472,0.03,0.927,4,0.542,0.24939,1398133,150.778,0.247,0.111,0.000017,0.0439,0.12,1,-4.363,3,0.00002,0.458,0
0.31,0.212,1,4,0.322,0.22717,261400,95.291,0.923,0.116,0,0.0979,0.413,0,-5.493,11,0.656,0.728,1
0.426,0.449,1,4,0.938,0,329502,116.997,0.805,0.104,0.536,0.000255,0.0581,0,-10.111,10,0.457,0.876,1
0.712,0.559,0.902,4,0.095,0.25506,232362,113.901,0.116,0.105,0,0.649,0.0303,0,-6.659,6,0.47,0.359,0
0.276,0.146,1,4,0.964,0.32744,563240,130.005,0.862,0.107,0.864,0.644,0.165,0,-11.618,8,0.7,0.811,1
0.669,0.409,1,4,0.408,0,185933,90.995,0.74,0.109,0,0.0757,0.302,0,-12.367,11,0.461,0.802,1
0.378,0.334,0.871,4,0.748,0.10952,193160,109.996,0.413,0.148,0,0.168,0.168,1,-3.941,4,0.902,0.671,1
0.65,0.681,0.99,4,0.898,2.47293,194000,123.037,0.67,0.354,0.000756,0.137,0.0393,0,-5.25,0,0.632,0.824,1
0.346,0.069,1,4,0.938,0.09283,165907,97.027,0.739,0.32,0,0.391,0.0303,1,-5.29,1,0.636,0.738,0
0.219,0.505,0.974,4,0.923,0,267067,134.969,0.553,0.0504,0.000186,0.00302,0.0578,1,-8.132,2,0.621,0.903,1
0.594,0.533,0.98,4,0.346,0.1917,363307,106.861,0.239,0.11,0.000596,0.616,0.0276,1,-11.023,7,0.368,0.557,0
0.474,0.428,0.696,4,0.069,2.39166,258674,80.388,0.0993,0.099,0.29,0.924,0.0333,0,-10.934,9,0.261,0.11,0
0.613,0.596,0.928,4,0.111,0,323707,63.94,0.109,0.0809,0.813,0.974,0.0402,0,-17.972,2,0.128,0.406,0
0.364,0.385,1,4,0.099,0.16245,217173,171.914,0.341,0.217,0,0.0702,0.225,1,-6.113,1,0.814,0.354,1
0.382,0.332,0.993,4,0.249,0.18181,223693,136.702,0.451,0.0873,0.00134,0.378,0.0444,0,-5.313,2,0.875,0.4,1
0.599,0.578,1,4,0.105,0.38898,245747,135.976,0.157,0.201,0.00892,0.557,0.03,1,-9.316,0,0.351,0.608,0
0.537,0.342,1,4,0.299,0,236813,136.3,0.525,0.334,0.000003,0.00142,0.0547,1,-4.04,7,0.965,0.344,0
0.4,0.442,0.907,4,0.519,0.48159,244747,143.834,0.246,0.266,0.00857,0.000727,0.0684,1,-5.386,10,0.844,0.264,1
0.486,0.6,0.6,5,0.179,0.66776,197640,130.391,0.196,0.0922,0.958,0.000016,0.107,1,-5.456,9,0.972,0.271,1
0.258,0.012,0.989,4,0.592,0,256840,100.019,0.209,0.0766,0.151,0.348,0.0732,0,-6.014,11,0.329,0.568,0
0.41,0.678,1,4,0.616,0.06376,231360,119.963,0.7,0.132,0.000245,0.00642,0.0601,1,-4.001,1,0.757,0.754,1
0.553,0.756,1,4,0.711,0,125827,115.017,0.658,0.62,0.00279,0.0799,0.124,1,-8.91,8,0.381,0.922,1
0.484,0.527,1,4,0.181,0,193733,174.121,0.522,0.135,0,0.00682,0.0339,0,-4.21,5,0.774,0.544,0
0.421,0.119,0.759,5,0.088,0,344640,169.381,0.198,0.12,0.000311,0.000604,0.0366,1,-4.396,0,0.725,0.229,0
0.569,0.295,1,4,0.797,7.52327,241761,119.999,0.393,0.114,0.0514,0.000676,0.0395,1,-9.88,2,0.798,0.659,0
0.672,0.574,1,3,0.258,0.39868,266293,136.282,0.0895,0.11,0.000643,0.948,0.0339,0,-15.58,9,0.0464,0.388,0
0.646,0.732,0.933,4,0.796,1.0093,154200,138.514,0.797,0.0996,0,0.137,0.0371,1,-6.481,0,0.805,0.59,1
0.752,0.677,1,4,0.252,1.41692,197600,147.966,0.521,0.272,0,0.44,0.0707,1,-16.969,2,0.31,0.59,1
0.726,0.927,0.794,4,0.857,2.08399,248953,133.497,0.89,0.122,0.0519,0.558,0.0362,1,-6.415,9,0.743,0.76,1
0.676,0.609,1,4,0.303,0,172478,152.248,0.471,0.0763,0.0193,0.00262,0.0645,0,-7.842,7,0.78,0.36,0
0.528,0.201,1,4,0.877,0.19746,205420,99.988,0.158,0.113,0.804,0.0771,0.028,0,-9.182,8,0.541,0.739,1
0.755,0.784,1,4,0.788,0,209307,111.203,0.257,0.111,0.00424,0.149,0.0291,0,-9.099,0,0.401,0.705,1
0.525,0.589,0.829,4,0.678,0,215826,128.97,0.693,0.168,0.945,0.00838,0.0385,1,-6.598,9,0.909,0.688,1
0.549,0.246,1,4,0.929,0,210667,92.012,0.615,0.147,0.000002,0.127,0.052,1,-6.525,7,0.818,0.781,1
0.355,0.282,0.869,4,0.255,0.2844,255240,80.899,0.326,0.113,0,0.667,0.0269,0,-12.331,4,0.298,0.625,0
0.448,0.083,0.137,4,0.043,0.17224,231173,74.846,0.165,0.118,0,0.862,0.0576,0,-6.127,9,0.409,0.36,0
0.66,0.732,0.881,4,0.285,0.17406,225720,77.007,0.438,0.131,0.000096,0.775,0.0579,1,-7.445,10,0.627,0.597,0
0.406,0.16,0.934,4,0.883,0.36005,166213,120.005,0.678,0.0892,0.0237,0.0163,0.0331,1,-6.63,7,0.71,0.749,1
0.756,0.714,0.85,4,0.31,0,223640,165.159,0.277,0.159,0,0.000292,0.171,0,-2.559,7,0.967,0.152,0
0.495,0.552,0.896,4,0.156,0.19751,291120,179.972,0.237,0.0901,0.000055,0.138,0.0307,1,-5.915,10,0.689,0.346,0
0.609,0.922,0.998,4,0.338,0.09293,349809,150.009,0.612,0.0779,0.805,0.000632,0.0983,1,-2.576,8,0.927,0.682,1
0.609,0.938,1,4,0.842,0.31923,222227,106,0.437,0.321,0,0.122,0.183,1,-4.338,0,0.918,0.833,1
0.323,0.104,1,4,0.587,1.09773,172173,128.095,0.772,0.323,0.000032,0.000312,0.163,1,-4.276,2,0.855,0.674,1
0.597,0.638,0.942,4,0.271,2.58322,241253,82.083,0.101,0.0889,0.000003,0.0859,0.0255,1,-5.559,4,0.418,0.459,0
0.608,0.534,0.888,4,0.073,0.18825,65440,127.714,0.228,0.474,0.256,0.898,0.0378,1,-14.219,5,0.305,0.185,0
0.477,0.401,0.882,4,0.146,0,244293,141.853,0.432,0.124,0,0.147,0.0267,0,-8.865,0,0.456,0.578,0
0.468,0.498,0.887,4,0.714,0.08717,218493,146.863,0.861,0.0987,0,0.0926,0.0303,1,-7.435,4,0.786,0.695,1
0.337,0.38,1,4,0.214,0.16259,210613,161.996,0.0938,0.105,0,0.0393,0.0399,1,-4.962,5,0.592,0.469,0
0.956,1,0.605,3,0.028,0,180260,80.837,0.168,0.107,0.000736,0.24,0.0264,1,-8.148,6,0.424,0.546,0
0.356,0.397,1,4,0.369,0.34848,207307,92.988,0.919,0.0644,0.000079,0.0201,0.181,1,-6.994,2,0.548,0.82,1
0.353,0.591,0.988,4,0.483,0.19143,391070,96.165,0.527,0.0503,0.046,0.0309,0.0316,1,-6.254,10,0.838,0.496,0
0.73,0.63,0.926,4,0.881,0.17664,255040,112.619,0.568,0.0594,0.000269,0.375,0.0291,1,-9.457,0,0.403,0.677,0
0.921,0.861,0.941,4,0.277,4.4176,204093,103.977,0.347,0.335,0,0.631,0.0278,1,-13.042,1,0.313,0.588,0
0.479,0.436,0.767,4,0.41,0.18304,171333,156.261,0.7,0.0594,0.000187,0.123,0.176,1,-7.062,2,0.578,0.617,1
0.291,0.23,0.864,4,0.638,0,297227,113.068,0.839,0.552,0.438,0.0176,0.0811,1,-3.141,5,0.917,0.765,1
0.735,0.742,0.929,4,0.315,0.06907,289520,113.924,0.136,0.188,0.000212,0.197,0.0294,0,-6.037,9,0.488,0.434,0
0.286,0.563,0.874,3,0.087,0,509107,142.473,0.199,0.117,0.636,0.00206,0.0444,1,-6.64,9,0.626,0.32,0
0.597,0.669,0.046,3,0.389,0.40866,222293,135.257,0.249,0.0888,0,0.785,0.0368,1,-6.813,9,0.327,0.543,0
0.606,0.692,0.988,4,0.86,0.20848,191000,107.071,0.884,0.167,0,0.205,0.0521,1,-4.806,2,0.901,0.655,1
0.597,0.374,0.04,1,0.381,0,301760,152.674,0.276,0.131,0.521,0.0006,0.041,1,-9.064,0,0.741,0.184,1
0.624,0.719,0.94,4,0.884,0.16259,400200,130,0.911,0.0462,0.79,0.0204,0.0654,0,-10.436,11,0.627,0.774,1
0.808,0.7,0.331,4,0.12,2.88508,459227,69.554,0.0378,0.297,0.604,0.97,0.043,1,-22.996,8,0.0833,0.111,0
0.468,0.453,1,4,0.816,0,236480,112.965,0.612,0.144,0.000037,0.0374,0.173,1,-5.603,7,0.701,0.933,1
0.49,0.59,0.997,4,0.848,0.39406,179760,108.686,0.645,0.329,0.00518,0.842,0.0306,1,-15.183,9,0.289,0.538,0
0.719,0.869,0.944,4,0.705,0,220507,125.992,0.646,0.26,0,0.00456,0.0579,0,-6.286,5,0.746,0.83,1
0.504,0.631,1,4,0.839,0.41832,212747,130.038,0.82,0.0993,0.0874,0.0017,0.0331,1,-6.841,9,0.725,0.799,1
0.637,0.765,1,4,0.556,0.33687,208560,144.605,0.469,0.104,0,0.65,0.0401,1,-16.273,9,0.143,0.581,0
0.053,0,0.979,4,0.732,3.36689,233627,115.13,0.383,0.0976,0.000354,0.217,0.131,1,-9.014,8,0.365,0.834,0
0.632,0.48,1,4,0.057,0,267747,134.064,0.142,0.123,0.000001,0.82,0.0355,0,-11.527,2,0.349,0.518,0
0.497,0.459,1,4,0.828,0.15687,391160,114.569,0.672,0.346,0.000586,0.221,0.0481,0,-11.455,4,0.778,0.725,1
0.39,0.726,0.954,4,0.641,0.24957,212893,118.827,0.303,0.122,0.00728,0.56,0.037,0,-9.25,11,0.278,0.648,0
0.446,0.23,1,4,0.353,0,260000,97.869,0.398,0.107,0.000001,0.463,0.0328,0,-7.062,6,0.591,0.659,0
0.444,0.221,1,4,0.479,1.10875,240573,107.998,0.811,0.0681,0.000053,0.00598,0.0524,0,-6.911,5,0.866,0.786,1
0.287,0.053,0.43,4,0.406,0.35116,230733,109.466,0.0995,0.272,0.000005,0.741,0.0339,1,-6.087,9,0.235,0.425,0
0.464,0.574,0.355,4,0.765,0.27864,208693,133.544,0.546,0.0847,0.0121,0.132,0.0482,1,-6.23,8,0.847,0.676,1
0.648,0.583,0.089,4,0.106,0,387013,104.755,0.233,0.111,0.703,0.978,0.0349,1,-21.262,1,0.121,0.397,0
0.321,0.011,0.931,4,0.309,0.23283,347360,79.273,0.304,0.0996,0.795,0.000005,0.0527,1,-10.099,9,0.681,0.314,1
0.586,0.351,0.966,4,0.639,0.33887,259547,135.309,0.287,0.177,0.000899,0.212,0.0281,0,-6.521,5,0.741,0.51,0
0.626,0.714,0.862,4,0.29,0.15746,213467,76.487,0.389,0.691,0.000129,0.47,0.031,1,-9.967,9,0.487,0.449,0
0.226,0.238,0.989,4,0.974,0.23247,199227,113,0.854,0.322,0,0.0255,0.077,0,-6.178,7,0.794,0.736,1
0.707,0.645,0.534,4,0.762,0,271547,125.778,0.213,0.104,0.00015,0.0035,0.0716,1,-5.057,0,0.835,0.358,0
0.464,0.261,0.965,4,0.442,0.0649,249787,99.952,0.599,0.424,0.19,0.00329,0.037,0,-4.958,10,0.885,0.417,1
0.531,0.598,0.873,4,0.497,0.08712,211840,94.999,0.581,0.0879,0.000081,0.00122,0.0374,1,-4.959,4,0.874,0.482,1
0.421,0.33,0.741,1,0.451,0.22871,308067,123.945,0.205,0.101,0.223,0.018,0.0288,0,-8.526,6,0.566,0.607,0
0.836,0.922,0.564,4,0.558,0.821,276387,110.916,0.321,0.152,0.000125,0.786,0.0386,1,-9.79,0,0.178,0.372,0
0.89,1,1,4,1,0.09302,233360,132.015,0.626,0.372,0.000013,0.00109,0.0433,1,-2.903,7,0.949,0.616,1
0.387,0.038,1,4,0.736,0.1629,195240,166.624,0.57,0.222,0.000062,0.000351,0.0677,0,-6.703,11,0.87,0.356,1
0.393,0.602,1,4,0.735,0.09293,247453,129.982,0.742,0.16,0.000029,0.41,0.13,1,-2.167,5,0.796,0.746,1
