@relation 'MusicMoods-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R2,4-weka.filters.unsupervised.attribute.Remove-R6-7-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R7'

@attribute track_mode_confidence numeric
@attribute track_key_confidence numeric
@attribute track_time_signature_confidence numeric
@attribute track_time_signature numeric
@attribute track_tempo_confidence numeric
@attribute track_end_of_fade_in numeric
@attribute duration_ms numeric
@attribute tempo numeric
@attribute valence numeric
@attribute liveness numeric
@attribute instrumentalness numeric
@attribute acousticness numeric
@attribute speechiness numeric
@attribute mode numeric
@attribute loudness numeric
@attribute key numeric
@attribute energy numeric
@attribute danceability numeric
@attribute mood {0,1}

@data
0.643,0.617,0.94,4,0.28,3.75002,272800,84.775,0.184,0.208,0.000004,0.989,0.0445,1,-14.103,7,0.0458,0.556,0
0.674,0.791,1,3,0.091,0.48762,337373,163.825,0.207,0.103,0.531,0.349,0.0394,1,-12.556,7,0.417,0.253,0
0.539,0.549,1,4,0.86,0.06417,203333,118.903,0.779,0.246,0.000013,0.226,0.106,1,-3.205,8,0.915,0.829,1
0.467,0.512,1,4,0.267,0,219440,140.062,0.473,0.237,0,0.0367,0.198,0,-5.725,11,0.742,0.772,1
0.434,0.477,1,4,0.716,0,275768,91.004,0.569,0.151,0.769,0.0028,0.0454,1,-9.795,11,0.686,0.717,1
0.413,0.325,1,4,0.898,0.36558,391693,103.508,0.618,0.121,0,0.0341,0.266,0,-8,10,0.693,0.813,1
0.475,0.282,0.832,4,0.372,2.53098,319267,137.661,0.193,0.305,0,0.405,0.0291,1,-6.929,4,0.49,0.532,0
0.594,0.599,1,4,0.976,0.37152,213427,136.019,0.739,0.219,0.00195,0.054,0.0352,0,-7.304,5,0.902,0.653,1
0.423,0.325,1,4,0.889,0,223627,143.072,0.723,0.0583,0.124,0.000014,0.0475,1,-5.962,0,0.834,0.584,1
0.684,0.583,0.945,4,0.799,0.34259,375399,119.988,0.648,0.102,0.183,0.00058,0.0618,1,-4.258,0,0.953,0.569,1
0.505,0.539,0.695,4,0.789,0.1239,272720,128.092,0.278,0.0353,0.000003,0.0607,0.0332,1,-6.646,8,0.668,0.523,0
0.25,0.035,1,4,0.742,0.21247,293107,128.988,0.23,0.336,0.824,0.00403,0.151,0,-6.22,10,0.892,0.824,1
0.693,0.627,0.863,4,0.163,0.19057,290640,179.905,0.141,0.238,0.0109,0.179,0.0316,1,-8.331,2,0.398,0.411,0
0.426,0.335,0.984,4,0.881,0.27288,218773,122.91,0.286,0.435,0,0.00296,0.0811,0,-6.737,0,0.762,0.617,1
0.289,0.359,1,4,0.765,4.43501,348966,174.007,0.151,0.487,0.281,0.000507,0.0447,0,-5.614,10,0.896,0.66,1
0.616,0.815,1,3,0.345,0.09941,230827,174.824,0.182,0.153,0.000125,0.0047,0.0299,1,-4.645,6,0.678,0.336,0
0.603,0.475,1,4,0.748,0.16259,285320,110.015,0.116,0.0672,0.253,0.0177,0.0242,0,-5.844,1,0.625,0.59,0
0.531,0.415,1,4,0.19,3.58168,215800,135.659,0.453,0.0971,0.000351,0.142,0.0306,1,-7.577,8,0.508,0.379,0
0.663,0.611,0.924,4,0.367,2.2117,213800,119.406,0.491,0.161,0,0.00887,0.0292,1,-7.636,2,0.567,0.502,1
0.726,0.892,0.972,4,0.639,0,368200,123.962,0.122,0.539,0.00436,0.0198,0.0324,1,-9.239,0,0.629,0.515,0
0.751,0.885,0.64,5,0.076,0.18063,67573,81.768,0.562,0.158,0,0.897,0.0338,1,-15.865,2,0.0495,0.294,0
0.594,0.57,1,4,0.17,0.16213,159747,150.375,0.293,0.123,0.000066,0.515,0.0357,1,-16.026,5,0.158,0.543,0
0.557,0.484,1,4,0.073,0,235907,164.246,0.298,0.305,0.00001,0.634,0.0357,1,-16.349,7,0.256,0.392,0
0.638,0.787,1,3,0.452,0.25465,305133,171.076,0.322,0.113,0.00035,0.00483,0.0318,1,-11.596,2,0.486,0.401,0
0.387,0.046,1,4,0.863,0.35374,215747,117.881,0.611,0.319,0,0.0104,0.0615,1,-4.543,2,0.84,0.644,1
0.458,0.429,1,4,0.614,0.39982,184773,165.393,0.31,0.105,0.715,0.615,0.0321,1,-8.495,5,0.63,0.619,0
0.463,0.238,1,4,0.925,0.21474,199027,110.009,0.851,0.348,0,0.0266,0.033,0,-4.15,0,0.748,0.762,1
0.485,0.662,1,4,0.531,0.16331,205973,123.963,0.777,0.0463,0,0.189,0.307,1,-11.146,5,0.666,0.882,1
0.42,0.566,1,4,0.871,0.48168,285571,130.017,0.339,0.0745,0.145,0.163,0.104,1,-3.626,11,0.698,0.793,1
0.318,0.137,1,4,0.464,0.47016,443800,170.021,0.575,0.084,0.814,0.000081,0.078,0,-7.447,8,0.939,0.636,1
0.36,0,0.286,4,0.171,0,145981,115.234,0.396,0.985,0,0.523,0.0511,1,-12.285,7,0.564,0.422,0
0.645,0.6,0.938,4,0.535,3.81388,210013,119.993,0.0687,0.114,0,0.00262,0.0369,1,-7.817,2,0.634,0.47,0
0.084,0,0.973,4,0.704,0.46848,313929,121.01,0.471,0.184,0.187,0.00027,0.0663,0,-3.415,5,0.798,0.656,1
0.183,0.628,0.768,3,0.539,0,199960,134.223,0.136,0.448,0.135,0.00579,0.1,1,-3.815,9,0.986,0.386,1
0.347,0.635,1,4,0.914,0,230691,127.991,0.251,0.0927,0.0122,0.00636,0.261,1,-2.991,0,0.935,0.679,1
0.493,0.696,1,4,0.434,0.39841,304587,125.854,0.177,0.163,0.447,0.644,0.0393,0,-13.885,6,0.316,0.45,0
0.461,0.314,0.922,4,0.914,0.12358,170187,173.979,0.53,0.101,0.000173,0.000452,0.0871,1,-2.579,1,0.975,0.398,1
0.508,0.602,0.858,4,0.308,0.50494,139587,126.652,0.513,0.284,0.125,0.0182,0.0986,1,-4.78,9,0.926,0.394,1
0.473,0.533,1,4,0.821,1.03909,221200,99.99,0.788,0.122,0,0.0634,0.0454,1,-7.847,2,0.805,0.75,1
0.594,0.7,0.881,4,0.492,0,334107,140.011,0.369,0.337,0.793,0.000488,0.0412,1,-6.805,1,0.946,0.361,1
0.175,0.017,1,4,0.92,3.28562,255640,96.911,0.822,0.0838,0,0.0795,0.21,0,-3.012,4,0.678,0.936,1
0.423,0.607,0.98,4,0.881,0.18889,250760,83.976,0.208,0.182,0,0.242,0.248,0,-4.411,4,0.678,0.592,0
0.316,0.143,1,4,0.812,0,241813,164.445,0.85,0.0387,0.429,0.00148,0.167,1,-3.737,9,0.994,0.403,1
0.581,0.463,1,4,0.497,0.1166,208187,117.396,0.191,0.138,0.000002,0.66,0.0302,0,-9.727,9,0.49,0.686,0
0.678,0.614,0.298,3,0.145,0.54562,243493,91.509,0.458,0.34,0.000005,0.908,0.0362,1,-19.387,7,0.085,0.419,0
0.535,0.477,0.832,4,0.132,0.09868,172800,172.005,0.27,0.0936,0.835,0.317,0.0295,1,-15.44,0,0.322,0.259,0
0.527,0.418,0.938,4,0.669,0.79261,309160,110.064,0.212,0.14,0,0.0613,0.0321,0,-4.831,4,0.467,0.503,0
0.749,0.862,1,4,0.976,0.19714,210867,102,0.979,0.0384,0.000015,0.0484,0.0504,1,-5.488,6,0.967,0.741,1
0.443,0.393,0.993,4,0.255,3.65134,275773,100.989,0.413,0.644,0.000006,0.00425,0.0439,0,-3.793,4,0.934,0.51,0
0.501,0.739,1,4,0.285,0.23224,250373,105.018,0.583,0.0388,0,0.0183,0.112,1,-4.699,2,0.791,0.894,1
0.462,0.57,1,4,0.505,0.12159,186880,130.788,0.391,0.0833,0.000003,0.00685,0.0829,0,-5.681,4,0.842,0.526,0
0.402,0.467,0.89,4,0.255,6.92535,176507,67.654,0.194,0.129,0.0719,0.00569,0.0547,0,-6.286,3,0.713,0.338,1
0.84,1,0.972,4,0.726,3.33206,203360,126.918,0.228,0.131,0.67,0.34,0.0307,1,-20.15,0,0.289,0.475,0
0.542,0.311,0.997,4,0.342,0,190333,95.037,0.769,0.0515,0,0.0288,0.181,1,-6.214,2,0.7,0.806,1
0.687,0.633,0.802,4,0.449,0.18476,271427,126.415,0.37,0.116,0.000004,0.0211,0.0512,1,-3.854,7,0.841,0.321,0
0.47,0.76,1,4,0.514,0.23061,304667,156.047,0.317,0.221,0,0.0422,0.301,1,-6.669,11,0.663,0.856,1
0.577,0.636,0.852,4,0.92,2.83283,257213,148.029,0.538,0.115,0.000003,0.000295,0.0334,0,-6.512,7,0.927,0.555,1
0.237,0.069,1,4,0.614,0.39034,92400,132.417,0.896,0.294,0.9,0.000608,0.0636,0,-8.618,0,0.905,0.453,1
0.592,0.673,0.935,4,0.9,0.35392,154400,131.403,0.532,0.204,0,0.00813,0.0553,0,-5.404,4,0.923,0.456,0
0.275,0,1,4,0.843,0.23125,192680,130.069,0.616,0.229,0.000097,0.0496,0.0627,1,-4.596,1,0.836,0.716,1
0.525,0.447,1,4,0.68,0,286480,130.648,0.482,0.219,0,0.114,0.0396,1,-5.676,11,0.708,0.538,0
0.314,0,1,3,0.417,0.34304,216973,133.881,0.391,0.0699,0,0.000032,0.0379,1,-7.192,9,0.491,0.418,0
0.606,0.451,0.969,4,0.244,0,181533,147.843,0.246,0.133,0.0738,0.603,0.0377,1,-16.316,0,0.16,0.53,0
0.861,0.804,0.965,4,0.582,0.32921,331880,125.021,0.63,0.101,0.223,0.0285,0.0447,0,-9.411,5,0.564,0.51,0
0.48,0.267,0.617,4,0.044,8.66104,332853,148.46,0.1,0.289,0.0203,0.234,0.0305,0,-9.014,1,0.386,0.237,0
0.243,0.095,0.994,4,0.258,0,436627,110.178,0.45,0.993,0.00394,0.0179,0.0854,0,-7.793,7,0.912,0.484,1
0.554,0.619,0.754,4,0.133,2.97796,341453,80.578,0.481,0.374,0.136,0.0051,0.0311,0,-11.679,0,0.733,0.613,0
0.583,0.806,0.872,4,0.32,0,255960,168.083,0.256,0.287,0.000477,0.028,0.0554,1,-9.19,0,0.765,0.438,1
0.586,0.283,0.885,4,0.165,0.33719,51920,159.31,0.036,0.225,0.906,0.752,0.0449,1,-7.748,7,0.713,0.216,1
0.83,0.527,0.495,3,0.27,0,223613,141.295,0.144,0.0995,0,0.756,0.0309,1,-7.525,6,0.442,0.414,0
0.557,0.406,0.826,4,0.591,0.25392,341573,124.817,0.185,0.0683,0,0.338,0.0301,1,-8.989,1,0.296,0.521,0
0,0,1,4,0.917,0.29587,181931,112.473,0.676,0.341,0.94,0.00189,0.111,0,-4.141,2,0.95,0.559,1
0.68,0.579,0.829,4,0.072,0,213600,84.269,0.137,0.114,0.000011,0.877,0.0361,1,-20.139,0,0.0591,0.446,0
0.531,0.336,0.996,4,0.021,0.19501,231867,179.999,0.25,0.113,0.00197,0.262,0.238,0,-3.309,1,0.819,0.684,0
0.489,0.435,0.383,4,0.135,0.26254,113307,134.217,0.188,0.0899,0.951,0.99,0.0532,0,-20.771,2,0.0931,0.475,0
0.517,0.435,1,4,0.691,0.21469,215693,131.959,0.748,0.0385,0.000007,0.0191,0.0535,0,-2.944,7,0.857,0.668,1
0.494,0.431,1,4,0.317,0,143000,91.098,0.591,0.139,0.00758,0.152,0.0374,1,-9.931,7,0.734,0.436,0
0.768,0.802,1,4,0.595,2.10141,214107,96.018,0.563,0.181,0,0.159,0.0336,1,-6.132,6,0.715,0.684,1
0.562,0.483,1,4,0.045,0.12313,226493,84.07,0.519,0.129,0.165,0.693,0.0299,1,-10.436,1,0.219,0.708,0
0.369,0.145,0.806,4,0.951,0,411827,124.898,0.443,0.0647,0.00157,0.0599,0.0377,1,-9.805,2,0.691,0.713,1
0.288,0,1,4,0.826,0.06871,211920,128.001,0.801,0.215,0.000125,0.00498,0.046,0,-4.805,1,0.7,0.711,1
0.438,0.293,0.961,4,0.857,0.14417,211827,141.095,0.251,0.346,0.0163,0.000024,0.0405,1,-5.956,5,0.672,0.542,1
0.526,0.449,1,4,0.072,0,318067,84.109,0.447,0.186,0.459,0.00398,0.0261,1,-7.498,0,0.409,0.652,0
0.628,0.687,0.951,4,0.762,0,193240,174.166,0.432,0.0879,0,0.000155,0.0919,1,-3.619,1,0.915,0.531,1
0.653,0.804,1,4,0.796,0.2551,202973,118.195,0.852,0.761,0,0.252,0.0885,1,-4.893,0,0.954,0.584,1
0.523,0.501,0.772,4,0.707,0.27215,170133,100.318,0.628,0.0876,0.000015,0.000009,0.103,1,-4.265,9,0.974,0.376,0
0.619,0.59,0.973,4,0.631,2.39166,234627,142.448,0.483,0.106,0.247,0.958,0.0305,1,-15.885,5,0.316,0.587,0
0.699,0.705,1,4,0.979,0.18571,243520,111.969,0.536,0.174,0.00013,0.0862,0.0376,0,-6.475,1,0.849,0.68,0
0.586,0.588,0.922,4,0.12,0.3342,133747,79.032,0.782,0.398,0.000568,0.654,0.0426,0,-8.732,9,0.586,0.309,0
0.708,0.815,1,3,0.015,1.22472,377547,183.61,0.0412,0.0802,0.854,0.773,0.0483,0,-12.082,4,0.37,0.227,0
0.535,0.303,0.993,4,0.84,0,258815,130.012,0.295,0.101,0.886,0.000255,0.0332,1,-7.483,1,0.714,0.564,1
0.31,0.407,0.735,4,0.576,0,393879,142.004,0.577,0.0898,0.295,0.0699,0.0399,1,-3.25,9,0.898,0.456,1
0.541,0.458,0.794,3,0.87,0,236440,142.032,0.407,0.21,0.000006,0.0156,0.0639,0,-4.996,0,0.946,0.531,0
0.437,0.333,0.966,4,0.177,0.37215,222773,102.177,0.432,0.0909,0.000001,0.162,0.0293,1,-2.311,3,0.825,0.517,0
0.886,0.902,0.611,4,0.143,3.68617,439333,72.594,0.0311,0.0791,0.927,0.99,0.0501,0,-31.248,3,0.0297,0.0707,1
0.331,0.1,0.968,4,0.834,0,339733,129.939,0.423,0.113,0.652,0.0127,0.0458,0,-2.822,0,0.917,0.7,1
0.514,0.402,0.939,3,0.586,0,240733,144.222,0.148,0.0944,0.000969,0.0378,0.0272,1,-8.543,7,0.464,0.353,0
0.559,0.773,0.882,4,0.795,0.40032,340000,138.989,0.501,0.0912,0.85,0.000011,0.0413,0,-7.704,9,0.775,0.532,1
0.62,0.318,1,4,0.894,0.18005,146760,135.719,0.538,0.805,0,0.146,0.0382,0,-4.306,11,0.833,0.564,0
0.635,0.765,0.953,4,0.536,0.39896,90427,91.005,0.344,0.261,0,0.000131,0.0808,1,-3.558,7,0.984,0.489,1
0.606,0.636,0.478,3,0.503,2.77478,264680,109.328,0.0965,0.716,0.000537,0.769,0.0352,0,-18.722,0,0.0639,0.355,0
0.858,1,0.953,4,0.047,3.68617,229453,91.695,0.154,0.0916,0.328,0.000057,0.0454,1,-9.018,2,0.725,0.252,0
0.409,0.527,0.397,4,0.615,1.02186,201000,110,0.904,0.0902,0.221,0.0371,0.0342,0,-4.083,2,0.824,0.684,1
0.601,0.398,1,4,0.547,0,324200,97.997,0.0381,0.124,0.00477,0.00017,0.0295,0,-7.92,11,0.498,0.405,0
0.571,0.642,1,4,0.294,0.19746,237347,129.816,0.219,0.177,0,0.165,0.0344,0,-7.108,4,0.529,0.317,1
0.549,0.668,1,4,0.523,0.14454,125707,129.434,0.889,0.0964,0.0398,0.493,0.0766,1,-8.099,4,0.702,0.746,1
0.52,0.589,1,4,0.758,0.06395,228000,121.01,0.364,0.099,0.00272,0.0223,0.0453,0,-8.918,9,0.658,0.843,1
0.531,0.626,0.467,4,0.894,0.34005,524173,125.001,0.147,0.177,0.916,0.00675,0.0702,0,-11.517,10,0.504,0.83,1
0.318,0.362,1,4,0.155,0.23224,228453,160.035,0.633,0.11,0,0.0436,0.127,1,-7.653,2,0.577,0.697,1
0.507,0.495,0.879,4,0.409,0,226860,129.911,0.117,0.112,0.864,0.0973,0.0333,1,-6.48,2,0.623,0.519,0
0.43,0.23,0.921,4,0.77,0.13347,209387,109.55,0.96,0.26,0,0.415,0.0469,0,-7.098,0,0.678,0.678,1
0.747,0.805,0.905,4,0.313,0.3941,242400,115.244,0.0493,0.109,0.0848,0.873,0.0276,1,-11.212,6,0.337,0.439,0
0.252,0.319,1,4,0.783,0,255773,121.001,0.972,0.0904,0.000106,0.168,0.0634,0,-5.067,3,0.85,0.916,1
0.692,0.887,0.599,4,0.016,0.28907,292436,76.227,0.036,0.701,0.753,0.969,0.0364,1,-19.547,2,0.0593,0.196,0
0.847,0.847,0.941,4,0.664,0,165600,130.496,0.326,0.353,0.396,0.000441,0.0426,1,-7.314,7,0.82,0.593,1
0.569,0.747,1,4,0.503,0,180747,149.975,0.526,0.128,0.153,0.000022,0.0584,1,-4.908,2,0.89,0.521,1
0.489,0.43,0.998,4,0.482,0.17351,250654,112.975,0.689,0.128,0,0.153,0.168,1,-7.438,8,0.708,0.855,1
0.607,0.614,0.7,3,0.084,0.16272,246400,163.544,0.344,0.0796,0,0.814,0.045,1,-14.019,10,0.174,0.344,0
0.519,0.462,0.952,4,0.128,0.17959,182453,78.994,0.191,0.131,0.000622,0.334,0.0305,1,-10.096,11,0.506,0.454,0
0.34,0.203,0.572,4,0.335,0.23215,171880,142.505,0.43,0.197,0.000003,0.0175,0.0686,1,-3.429,10,0.919,0.241,1
0.821,0.917,1,4,0.735,0.59147,159000,119.989,0.769,0.103,0.000005,0.85,0.0417,1,-8.155,7,0.415,0.774,0
0.676,0.579,0.699,4,0.188,2.4439,279316,120.266,0.156,0.119,0.354,0.973,0.0459,0,-22.399,6,0.104,0.441,0
0.822,0.587,0.606,4,0.007,0.36744,248747,76.055,0.307,0.113,0,0.587,0.0308,1,-4.65,7,0.553,0.541,0
0.079,0.168,0.901,4,0,0.28449,178907,67.569,0.393,0.156,0,0.488,0.204,1,-6.657,5,0.752,0.22,1
0.112,0,1,3,0.062,0.29619,88627,166.962,0.193,0.2,0,0.85,0.0311,1,-7.678,10,0.302,0.381,0
0.688,0.689,0.902,4,0.084,0.37156,242227,128.024,0.201,0.118,0,0.121,0.032,1,-6.097,0,0.541,0.334,1
0.315,0.123,1,4,0.909,0.12177,222693,134.995,0.796,0.101,0.0017,0.032,0.0305,0,-4.935,5,0.86,0.712,1
0.667,0.574,1,4,0.156,2.30458,32147,152.779,0.332,0.111,0.00814,0.94,0.0455,0,-22.729,11,0.0465,0.257,0
0.788,1,1,4,0.321,0,222000,148.655,0.583,0.103,0.00159,0.205,0.0294,1,-6.133,9,0.593,0.569,0
0.425,0.613,1,4,0.104,0.21138,245133,78.271,0.212,0.194,0.000002,0.87,0.0432,1,-13.348,2,0.149,0.331,0
0.721,0.714,0.101,3,0.137,0.34222,228547,152.859,0.462,0.699,0.000004,0.923,0.0315,1,-9.628,10,0.205,0.37,0
0.717,0.855,0.977,4,0.101,0.24358,296840,79.689,0.299,0.104,0.00906,0.0325,0.0369,1,-9.289,7,0.577,0.63,1
0.288,0.091,1,4,0.806,0.41265,224173,123.475,0.645,0.074,0.562,0.00612,0.0343,0,-8.028,5,0.664,0.595,1
0.28,0.277,1,4,0.787,2.27556,200000,100.004,0.608,0.511,0.000518,0.0132,0.0502,0,-3.94,6,0.896,0.671,1
0.852,1,1,4,0.047,0.30091,181427,89.981,0.97,0.164,0,0.204,0.147,1,-5.433,11,0.751,0.716,1
0.339,0.326,1,4,0.92,0.27655,253200,107.001,0.757,0.638,0.66,0.000114,0.0732,1,-4.44,1,0.954,0.724,1
0.481,0.519,0.478,4,0.049,2.00272,119293,80.858,0.028,0.102,0.969,0.869,0.0463,1,-31.144,9,0.0403,0.142,0
0.255,0.189,1,4,0.974,0.1683,191227,116.004,0.8,0.147,0,0.00271,0.0506,0,-4.241,4,0.92,0.655,1
0.626,0.525,1,4,0.744,0.11029,280733,125.015,0.654,0.108,0.844,0.000732,0.0432,0,-8.671,10,0.629,0.841,1
0.558,0.435,1,4,0.09,0.16317,236307,160.871,0.307,0.113,0.000684,0.896,0.0341,0,-10.759,11,0.321,0.57,0
0.778,0.836,1,4,0.56,0.41206,231013,120,0.78,0.319,0.00823,0.0186,0.0324,0,-6.868,11,0.744,0.684,0
0.6,0.584,0.919,4,0.475,0.15977,255347,100.978,0.178,0.581,0.759,0.305,0.0247,1,-7.991,0,0.594,0.597,0
0.841,0.723,1,4,1,0.07542,231574,127.009,0.737,0.28,0.000185,0.0176,0.0921,0,-3.978,5,0.935,0.721,1
0.247,0.071,1,4,0.82,0.06395,214947,118.994,0.589,0.0641,0.0336,0.000593,0.0623,1,-5.386,9,0.837,0.63,1
0.758,0.744,0.825,4,0.669,0,278240,150.017,0.677,0.112,0.0107,0.00115,0.0701,0,-5.46,11,0.976,0.584,1
0.478,0.47,0.888,4,0.173,0.12785,258947,72.641,0.267,0.0932,0.000122,0.105,0.0256,1,-7.122,6,0.39,0.445,0
0.304,0,0.747,4,0.537,0.25528,164693,147.938,0.558,0.267,0,0.0022,0.0756,1,-6.525,1,0.822,0.399,1
0.604,0.826,1,4,0.621,0.25143,292373,129.055,0.785,0.111,0,0.0568,0.337,0,-7.651,8,0.598,0.904,1
0.713,0.734,0.919,4,0.152,0.18649,236533,147.76,0.237,0.0776,0.911,0.000002,0.117,1,-4.329,5,0.985,0.131,1
0.472,0.319,0.983,4,0.206,0.20993,291533,76.022,0.318,0.0389,0.00002,0.0384,0.0265,1,-7.033,7,0.61,0.486,0
0.587,0.696,0.297,4,0.062,1.0244,252773,111.745,0.439,0.303,0.929,0.0274,0.0702,1,-12.841,1,0.294,0.162,0
0.25,0.328,0.925,5,0.105,7.55229,239227,111.271,0.0539,0.341,0.0762,0.982,0.0367,0,-15.274,10,0.0839,0.363,0
0.657,0.469,0.654,4,0.184,0.22635,210827,120.201,0.472,0.241,0.00008,0.93,0.0325,1,-8.879,7,0.384,0.439,0
0.361,0.183,0.56,4,0.262,0.29601,231293,82.761,0.562,0.0927,0,0.379,0.0408,1,-8.395,2,0.543,0.55,0
0.169,0.521,1,4,0.98,0,259453,116.002,0.925,0.0924,0.0463,0.219,0.0407,1,-7.179,11,0.824,0.798,1
0.447,0.411,0.759,4,0.482,0.11043,234547,147.857,0.28,0.282,0.000006,0.173,0.0268,1,-3.428,4,0.732,0.512,0
0.369,0.305,0.958,4,0.686,0.39882,303733,166.031,0.274,0.739,0.124,0.0432,0.0584,1,-4.372,9,0.98,0.449,1
0.929,1,1,4,0.201,0.58444,203893,67.766,0.371,0.119,0.000078,0.873,0.0322,1,-10.434,9,0.318,0.349,0
0.312,0.236,1,4,0.717,0,230680,93.048,0.737,0.412,0.00001,0.00305,0.214,1,-3.222,2,0.93,0.688,1
0.279,0.383,1,4,0.841,0,335720,124.997,0.189,0.904,0.0003,0.00562,0.0943,0,-7.954,3,0.976,0.555,1
0.213,0.068,1,4,0.326,0.20857,228920,103.688,0.656,0.129,0.83,0.0866,0.0301,1,-7.174,2,0.785,0.611,1
0.547,0.711,1,4,0.826,0.15093,212138,137.997,0.54,0.0628,0.892,0.000032,0.107,0,-9.198,6,0.834,0.773,1
0.672,0.734,0.991,4,0.265,0,249413,165.14,0.3,0.104,0.012,0.00464,0.0305,1,-4.674,4,0.782,0.417,0
0.451,0.161,0.585,3,0.411,0.13283,352053,119.707,0.241,0.125,0.00271,0.868,0.0309,0,-10.197,9,0.308,0.494,0
0.532,0.501,1,4,0.601,0.27288,199707,96.965,0.906,0.364,0,0.0351,0.187,0,-4.163,11,0.844,0.791,1
0.194,0,0.944,4,0.191,0,841947,169.055,0.147,0.311,0.000258,0.0453,0.0537,1,-5.065,7,0.847,0.206,0
0.666,0.804,1,4,0.843,0,281187,139.955,0.328,0.0771,0.851,0.00105,0.104,0,-9.376,10,0.772,0.68,1
0.295,0.225,1,4,0.669,0.22104,248600,92.217,0.779,0.356,0,0.0211,0.322,1,-4.678,1,0.852,0.58,1
0.567,0.46,0.269,4,0.383,7.26204,358133,140.042,0.0743,0.0933,0.000049,0.000551,0.0487,1,-7.286,2,0.727,0.271,0
0.327,0.073,1,4,0.681,0,227933,127.944,0.722,0.192,0.000034,0.00489,0.351,0,-7.324,6,0.48,0.937,1
0.424,0.122,0.942,4,0.226,0.17451,314507,77.98,0.22,0.114,0.45,0.114,0.0263,1,-6.05,1,0.59,0.42,0
0.1,0,1,4,0.141,0,189827,134.996,0.745,0.312,0,0.022,0.209,0,-4.552,10,0.925,0.895,1
0.461,0.448,0.945,4,0.782,0.15111,242773,120.048,0.353,0.286,0,0.00277,0.0317,0,-5.866,4,0.666,0.612,0
0.322,0.081,1,4,0.766,0.12816,313707,124.994,0.756,0.124,0.000083,0.013,0.0642,1,-13.11,7,0.555,0.86,1
0.61,0.581,0.761,4,0.303,0,231627,83.11,0.184,0.966,0,0.73,0.0486,0,-8.176,9,0.766,0.481,0
0.854,0.968,1,4,0.742,0.17057,291120,143.98,0.507,0.0899,0.215,0.0954,0.0312,0,-6.617,11,0.685,0.627,0
0.276,0.345,1,3,0.607,0,75200,112.077,0.294,0.713,0.96,0.966,0.033,1,-19.836,5,0.284,0.453,0
0.66,0.867,1,4,0.106,0,249827,136.034,0.528,0.27,0,0.216,0.301,1,-8.156,0,0.806,0.827,1
0.793,0.824,0.997,4,0.208,0.36585,417600,136.394,0.34,0.308,0,0.946,0.0497,1,-17.473,8,0.0401,0.491,0
0.682,0.575,1,4,0.904,0.21488,258560,81.624,0.379,0.0895,0.267,0.723,0.0391,0,-13.665,4,0.365,0.808,0
0.639,0.429,1,4,0.75,0.08703,333772,119.992,0.567,0.131,0.165,0.0314,0.0349,0,-7.639,2,0.783,0.684,1
0.536,0.255,0.978,4,0.633,0.08671,309027,107.867,0.389,0.0999,0.877,0.00137,0.0293,1,-6.32,2,0.854,0.537,0
0.421,0.331,0.839,4,0.173,2.87347,278227,141.917,0.166,0.321,0.0716,0.321,0.0306,1,-14.574,6,0.318,0.5,0
0.623,0.613,1,4,0.158,0,228533,168.214,0.298,0.106,0.000256,0.701,0.0329,0,-16.028,6,0.109,0.503,0
0.456,0.178,0.955,4,0.732,0.33152,146280,123.968,0.217,0.119,0.000419,0.928,0.035,0,-14.43,4,0.294,0.701,0
0.321,0.504,0.443,4,0.367,0,561366,119.958,0.0342,0.495,0.92,0.667,0.0419,0,-24.487,9,0.0923,0.191,0
0.665,0.469,0.602,4,0.084,0.21007,240373,66.815,0.0665,0.0898,0.951,0.887,0.0398,1,-17.471,2,0.214,0.109,0
0.671,0.773,1,4,0.264,0,215920,105.043,0.643,0.111,0,0.0801,0.215,1,-4.487,7,0.69,0.919,1
0.82,0.975,0.644,4,0.135,0.44254,177800,82.039,0.236,0.115,0,0.87,0.0307,1,-14.462,2,0.203,0.556,1
0.466,0.499,0.463,4,0.122,0,214173,98.798,0.297,0.104,0,0.235,0.062,1,-6.062,9,0.859,0.5,0
0.835,0.976,0.713,4,0.377,0.2468,277373,207.857,0.141,0.12,0.000077,0.815,0.03,0,-8.589,2,0.31,0.347,0
0.583,0.691,0.869,4,0.023,0.1278,306933,176.086,0.25,0.103,0.000005,0.509,0.0374,1,-9.432,5,0.433,0.64,0
0.283,0.18,0,3,0.383,0.33537,134627,91.515,0.935,0.103,0,0.596,0.0506,0,-15.714,10,0.366,0.591,1
0.492,0.562,1,4,0.973,0.1859,182813,113,0.826,0.159,0.0213,0.00933,0.0434,1,-6.108,1,0.774,0.887,1
0.728,0.831,0.659,4,0.173,0,263027,83.081,0.203,0.0811,0.0457,0.876,0.0299,0,-9.385,4,0.393,0.296,0
0.707,0.946,1,4,0.674,0.33052,288013,109.258,0.369,0.205,0.0591,0.446,0.0256,1,-11.388,0,0.408,0.655,0
0.064,0.132,1,4,0.849,0.23805,236000,125.012,0.916,0.086,0.000024,0.196,0.0375,1,-5.038,5,0.748,0.664,1
0.584,0.416,0.468,4,0.023,0.26712,301800,94.149,0.316,0.31,0.0205,0.539,0.0942,0,-10.019,6,0.429,0.333,0
